"","age","workclass","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income_class"
"26246",43,"Federal-Govt",10,"Never-Married","Admin","Other-relative","White","Male",2174,0,40,"United-States","<=50K"
"26248",45,"Private",10,"Married","Blue-Collar","Husband","White","Male",7298,0,50,"United-States",">50K"
"26249",65,"Private",9,"Not-Married","Other-Occupations","Not-in-family","White","Male",991,0,20,"United-States","<=50K"
"26259",44,"Self-Employed",13,"Not-Married","White-Collar","Not-in-family","White","Female",3325,0,40,"United-States","<=50K"
"26271",41,"Private",14,"Widowed","Professional","Not-in-family","White","Female",4650,0,55,"United-States","<=50K"
"26278",44,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",7298,0,50,"British-Commonwealth",">50K"
"26288",74,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",6767,0,6,"United-States","<=50K"
"26304",37,"Private",11,"Married","Admin","Husband","White","Male",3471,0,40,"United-States","<=50K"
"26328",56,"Other-Govt",13,"Married","Professional","Husband","White","Male",15024,0,40,"United-States",">50K"
"26344",41,"Private",13,"Married","Sales","Husband","White","Male",15024,0,45,"United-States",">50K"
"26347",36,"Self-Employed",15,"Not-Married","Professional","Unmarried","White","Male",25236,0,40,"United-States",">50K"
"26357",34,"Private",14,"Married","White-Collar","Husband","Asian","Male",3103,0,40,"British-Commonwealth",">50K"
"26363",32,"Private",10,"Married","White-Collar","Own-child","White","Female",2597,0,40,"Other","<=50K"
"26380",56,"Private",9,"Married","Blue-Collar","Husband","White","Male",5013,0,40,"United-States","<=50K"
"26394",33,"Other-Govt",9,"Married","Service","Husband","Black","Male",2105,0,40,"United-States","<=50K"
"26406",64,"Federal-Govt",15,"Married","Professional","Husband","White","Male",15024,0,45,"United-States",">50K"
"26438",34,"Private",10,"Married","Professional","Husband","White","Male",7298,0,50,"United-States",">50K"
"26439",47,"Private",9,"Widowed","Admin","Not-in-family","White","Female",2174,0,40,"British-Commonwealth","<=50K"
"26449",25,"Private",5,"Never-Married","Blue-Collar","Own-child","Black","Male",2907,0,40,"United-States","<=50K"
"26450",41,"Private",9,"Not-Married","Admin","Not-in-family","Black","Male",2354,0,40,"United-States","<=50K"
"26492",35,"Private",9,"Married","Blue-Collar","Husband","White","Male",5013,0,40,"United-States","<=50K"
"26494",51,"Private",10,"Married","Admin","Husband","White","Male",7298,0,40,"United-States",">50K"
"26506",29,"Private",13,"Never-Married","Sales","Not-in-family","White","Female",13550,0,35,"United-States",">50K"
"26516",41,"Private",10,"Married","Admin","Husband","White","Male",2829,0,40,"United-States","<=50K"
"26523",70,"Private",9,"Widowed","Service","Not-in-family","White","Female",2993,0,20,"United-States","<=50K"
"26557",38,"Private",13,"Not-Married","White-Collar","Not-in-family","White","Male",6849,0,60,"United-States","<=50K"
"26592",43,"Private",14,"Married","White-Collar","Wife","White","Female",15024,0,32,"United-States",">50K"
"26604",36,"Private",9,"Married","Blue-Collar","Husband","Black","Male",5178,0,40,"United-States",">50K"
"26624",26,"Private",10,"Married","White-Collar","Husband","White","Male",4064,0,50,"United-States","<=50K"
"26633",32,"Private",15,"Never-Married","Sales","Not-in-family","White","Female",13550,0,50,"United-States",">50K"
"26640",35,"Federal-Govt",13,"Married","Professional","Husband","White","Male",7298,0,40,"United-States",">50K"
"26676",47,"Private",9,"Not-Married","Professional","Other-relative","Black","Female",14084,0,38,"United-States",">50K"
"26679",53,"Other-Govt",9,"Married","Blue-Collar","Husband","White","Male",5013,0,35,"United-States","<=50K"
"26727",58,"Private",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",14344,0,48,"United-States",">50K"
"26730",51,"Private",12,"Married","Sales","Husband","White","Male",5178,0,45,"United-States",">50K"
"26746",57,"Private",10,"Married","Sales","Husband","White","Male",5013,0,50,"United-States","<=50K"
"26755",42,"Self-Employed",11,"Married","Blue-Collar","Husband","Asian","Male",2885,0,40,"United-States","<=50K"
"26779",65,"Private",10,"Widowed","Admin","Not-in-family","White","Female",2346,0,40,"United-States","<=50K"
"26790",39,"Private",9,"Not-Married","Blue-Collar","Unmarried","White","Male",2977,0,40,"United-States","<=50K"
"26796",69,"Self-Employed",14,"Married","White-Collar","Husband","White","Male",6514,0,40,"United-States",">50K"
"26817",54,"Private",10,"Married","Sales","Husband","White","Male",7298,0,50,"United-States",">50K"
"26858",47,"Private",14,"Married","White-Collar","Husband","White","Male",15024,0,55,"United-States",">50K"
"26874",42,"Private",10,"Married","Professional","Husband","White","Male",15024,0,32,"United-States",">50K"
"26879",25,"Private",13,"Never-Married","Sales","Own-child","Asian","Male",2174,0,40,"SE-Asia","<=50K"
"26881",42,"Private",13,"Married","Professional","Husband","White","Male",7688,0,40,"United-States",">50K"
"26882",18,"Private",8,"Never-Married","Sales","Own-child","White","Male",594,0,14,"United-States","<=50K"
"26887",48,"Other-Govt",15,"Married","Professional","Husband","White","Male",15024,0,50,"United-States",">50K"
"26890",53,"Private",9,"Married","Blue-Collar","Husband","White","Male",7298,0,40,"United-States",">50K"
"26910",66,"Other-Govt",16,"Married","Professional","Husband","Black","Male",20051,0,35,"Latin-America",">50K"
"26911",23,"Private",9,"Never-Married","Blue-Collar","Own-child","Black","Male",2597,0,40,"United-States","<=50K"
"26935",24,"Other-Govt",10,"Never-Married","Other-Occupations","Not-in-family","White","Male",14344,0,50,"United-States",">50K"
"26965",61,"Private",10,"Married","Admin","Wife","White","Female",15024,0,34,"United-States",">50K"
"26974",51,"Private",9,"Married","Blue-Collar","Husband","White","Male",7298,0,50,"United-States",">50K"
"26978",73,"Private",10,"Married","Admin","Wife","White","Female",20051,0,36,"United-States",">50K"
"26984",36,"Self-Employed",13,"Married","White-Collar","Husband","White","Male",4386,0,50,"United-States",">50K"
"26986",38,"Private",10,"Married","Blue-Collar","Husband","White","Male",7688,0,40,"United-States",">50K"
"26997",60,"Private",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",4650,0,40,"United-States","<=50K"
"27009",40,"Other-Govt",14,"Not-Married","White-Collar","Unmarried","White","Female",1506,0,40,"United-States","<=50K"
"27030",60,"Self-Employed",9,"Not-Married","Sales","Not-in-family","Black","Male",2597,0,55,"United-States","<=50K"
"27042",57,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",5178,0,60,"Euro_2",">50K"
"27076",40,"Self-Employed",13,"Married","Professional","Husband","White","Male",7298,0,50,"United-States",">50K"
"27082",62,"Private",14,"Never-Married","Blue-Collar","Not-in-family","White","Male",4650,0,40,"United-States","<=50K"
"27088",32,"Other-Govt",14,"Never-Married","Professional","Not-in-family","White","Female",4865,0,40,"United-States","<=50K"
"27119",60,"Private",13,"Married","White-Collar","Husband","White","Male",15024,0,45,"United-States",">50K"
"27126",72,"Private",14,"Never-Married","Professional","Not-in-family","White","Male",2329,0,60,"United-States","<=50K"
"27133",42,"Private",13,"Married","Professional","Husband","White","Male",7298,0,45,"United-States",">50K"
"27143",34,"Private",11,"Married","Blue-Collar","Husband","White","Male",7688,0,40,"United-States",">50K"
"27160",50,"Self-Employed",14,"Married","Professional","Husband","White","Male",7298,0,50,"United-States",">50K"
"27161",30,"Private",13,"Married","White-Collar","Husband","White","Male",3103,0,60,"United-States",">50K"
"27170",25,"Private",10,"Married","Admin","Wife","Black","Female",3103,0,40,"United-States",">50K"
"27189",56,"Private",9,"Married","Blue-Collar","Husband","White","Male",3103,0,45,"United-States",">50K"
"27191",43,"Other-Govt",13,"Not-Married","Professional","Unmarried","White","Female",1506,0,36,"United-States","<=50K"
"27193",34,"Private",10,"Married","White-Collar","Wife","White","Female",7688,0,50,"United-States",">50K"
"27197",49,"Private",12,"Not-Married","Admin","Not-in-family","White","Female",2597,0,40,"United-States","<=50K"
"27213",56,"Federal-Govt",13,"Married","White-Collar","Husband","White","Male",7688,0,40,"United-States",">50K"
"27217",44,"Private",9,"Married","White-Collar","Wife","White","Female",3103,0,40,"United-States",">50K"
"27218",38,"Private",9,"Married","White-Collar","Husband","White","Male",7688,0,70,"United-States",">50K"
"27219",32,"Private",10,"Married","Sales","Husband","White","Male",5178,0,50,"United-States",">50K"
"27221",35,"Private",15,"Married","Professional","Husband","White","Male",7688,0,50,"United-States",">50K"
"27227",51,"Private",14,"Married","White-Collar","Husband","White","Male",7298,0,50,"United-States",">50K"
"27233",44,"Private",11,"Not-Married","White-Collar","Not-in-family","White","Male",8614,0,40,"United-States",">50K"
"27241",38,"Private",13,"Not-Married","White-Collar","Not-in-family","White","Male",27828,0,45,"United-States",">50K"
"27252",49,"Private",13,"Widowed","Professional","Unmarried","White","Female",1506,0,35,"United-States","<=50K"
"27261",68,"Private",14,"Never-Married","Professional","Not-in-family","White","Female",3273,0,40,"United-States","<=50K"
"27276",25,"Private",9,"Never-Married","Service","Own-child","White","Female",114,0,40,"United-States","<=50K"
"27283",33,"Private",14,"Married","White-Collar","Husband","White","Male",7298,0,45,"United-States",">50K"
"27286",48,"Private",9,"Married","Professional","Husband","White","Male",7298,0,40,"United-States",">50K"
"27301",39,"Self-Employed",12,"Married","Sales","Husband","White","Male",5178,0,48,"United-States",">50K"
"27361",47,"Private",13,"Married","Sales","Husband","White","Male",4064,0,60,"United-States","<=50K"
"27364",62,"Other-Govt",13,"Not-Married","Professional","Not-in-family","White","Male",14084,0,40,"United-States",">50K"
"27384",32,"Self-Employed",13,"Never-Married","Professional","Own-child","Black","Female",2174,0,60,"United-States","<=50K"
"27386",42,"Private",7,"Not-Married","Sales","Unmarried","White","Male",1506,0,50,"Latin-America","<=50K"
"27412",43,"Private",10,"Married","Sales","Husband","White","Male",7688,0,40,"United-States",">50K"
"27428",40,"Private",9,"Married","Blue-Collar","Wife","White","Female",7298,0,40,"United-States",">50K"
"27440",38,"Private",13,"Married","White-Collar","Husband","White","Male",15024,0,65,"United-States",">50K"
"27465",35,"Self-Employed",13,"Married","Sales","Own-child","White","Male",5178,0,50,"United-States",">50K"
"27474",25,"Private",11,"Never-Married","Admin","Not-in-family","White","Female",4865,0,40,"United-States","<=50K"
"27491",36,"Self-Employed",13,"Never-Married","Other-Occupations","Not-in-family","White","Male",27828,0,55,"United-States",">50K"
"27492",21,"Other-Govt",10,"Never-Married","Admin","Not-in-family","White","Female",594,0,4,"United-States","<=50K"
"27519",62,"Self-Employed",9,"Married","White-Collar","Wife","White","Female",5178,0,40,"British-Commonwealth",">50K"
"27526",45,"Private",13,"Married","Professional","Wife","Asian","Female",5178,0,40,"SE-Asia",">50K"
"27533",28,"Private",13,"Married","Sales","Wife","Black","Female",15024,0,45,"United-States",">50K"
"27548",50,"Self-Employed",10,"Married","Blue-Collar","Husband","White","Male",7688,0,40,"United-States",">50K"
"27582",47,"Private",11,"Married","Admin","Husband","White","Male",4064,0,40,"United-States","<=50K"
"27611",35,"Private",10,"Married","Professional","Husband","White","Male",7688,0,38,"United-States",">50K"
"27618",55,"Private",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",4865,0,45,"United-States","<=50K"
"27620",39,"Private",11,"Married","Blue-Collar","Husband","White","Male",5178,0,40,"United-States",">50K"
"27628",48,"Private",10,"Not-Married","Blue-Collar","Own-child","White","Male",2176,0,40,"United-States","<=50K"
"27633",24,"Private",13,"Never-Married","Admin","Own-child","White","Male",2202,0,30,"United-States","<=50K"
"27649",52,"Private",9,"Married","Blue-Collar","Husband","Other","Male",3781,0,40,"South-America","<=50K"
"27650",30,"Private",10,"Never-Married","Professional","Own-child","White","Male",3325,0,50,"United-States","<=50K"
"27652",43,"Private",9,"Never-Married","Admin","Unmarried","White","Female",8614,0,43,"United-States",">50K"
"27656",41,"Private",14,"Never-Married","White-Collar","Not-in-family","White","Male",27828,0,50,"United-States",">50K"
"27663",51,"Self-Employed",9,"Not-Married","White-Collar","Not-in-family","White","Male",14084,0,40,"United-States",">50K"
"27688",54,"Private",11,"Married","Other-Occupations","Husband","Black","Male",15024,0,38,"Latin-America",">50K"
"27712",55,"Other-Govt",11,"Widowed","Professional","Unmarried","White","Female",6849,0,40,"United-States","<=50K"
"27718",43,"Private",10,"Never-Married","Service","Not-in-family","White","Male",2174,0,45,"United-States","<=50K"
"27723",48,"Private",14,"Married","White-Collar","Husband","White","Male",15024,0,40,"United-States",">50K"
"27739",52,"Private",9,"Not-Married","Blue-Collar","Not-in-family","Black","Male",14344,0,40,"United-States",">50K"
"27754",29,"Private",13,"Married","Sales","Husband","White","Male",3103,0,45,"United-States",">50K"
"27782",31,"Private",9,"Married","Professional","Husband","White","Male",15024,0,40,"United-States",">50K"
"27842",38,"Private",13,"Married","Professional","Wife","White","Female",15024,0,40,"United-States",">50K"
"27860",47,"Private",14,"Not-Married","Other-Occupations","Not-in-family","White","Male",27828,0,40,"United-States",">50K"
"27869",29,"Private",10,"Married","Blue-Collar","Husband","White","Male",5013,0,40,"United-States","<=50K"
"27873",36,"Private",9,"Married","Blue-Collar","Husband","White","Male",7298,0,40,"United-States",">50K"
"27874",42,"Private",9,"Married","Blue-Collar","Husband","White","Male",2885,0,45,"United-States","<=50K"
"27876",55,"Private",9,"Married","Service","Wife","Black","Female",2407,0,35,"United-States","<=50K"
"27890",17,"Private",7,"Never-Married","Sales","Own-child","White","Female",1055,0,18,"British-Commonwealth","<=50K"
"27909",61,"Private",4,"Married","Blue-Collar","Husband","White","Male",7688,0,40,"Euro_2",">50K"
"27924",32,"Private",13,"Married","White-Collar","Husband","White","Male",15024,0,50,"United-States",">50K"
"27943",27,"Private",13,"Married","White-Collar","Husband","White","Male",7298,0,55,"United-States",">50K"
"27949",42,"Private",10,"Married","White-Collar","Husband","White","Male",15024,0,50,"United-States",">50K"
"27966",51,"Private",11,"Married","Service","Husband","White","Male",4064,0,55,"United-States","<=50K"
"27968",49,"Private",14,"Not-Married","Sales","Not-in-family","White","Male",4787,0,45,"United-States",">50K"
"27969",37,"Self-Employed",9,"Married","Professional","Husband","White","Male",3137,0,30,"United-States","<=50K"
"27972",67,"Private",9,"Widowed","Admin","Not-in-family","White","Male",1086,0,35,"United-States","<=50K"
"27973",31,"Private",10,"Married","Blue-Collar","Husband","White","Male",5178,0,40,"United-States",">50K"
"27977",31,"Private",11,"Married","Blue-Collar","Husband","White","Male",4386,0,40,"Latin-America",">50K"
"28007",32,"Private",10,"Married","Blue-Collar","Husband","White","Male",3464,0,40,"United-States","<=50K"
"28051",35,"Private",9,"Never-Married","Admin","Not-in-family","White","Male",8614,0,40,"United-States",">50K"
"28063",37,"Private",13,"Married","White-Collar","Husband","White","Male",7298,0,40,"United-States",">50K"
"28064",54,"Self-Employed",13,"Married","White-Collar","Husband","White","Male",7298,0,55,"United-States",">50K"
"28085",32,"Private",9,"Never-Married","Admin","Unmarried","Black","Female",2977,0,35,"United-States","<=50K"
"28088",41,"Self-Employed",15,"Married","White-Collar","Husband","White","Male",15024,0,40,"United-States",">50K"
"28133",48,"Private",2,"Married","Blue-Collar","Husband","White","Male",3781,0,50,"Latin-America","<=50K"
"28137",36,"Private",14,"Married","Professional","Husband","White","Male",7298,0,55,"United-States",">50K"
"28154",67,"Other-Govt",16,"Never-Married","Professional","Not-in-family","White","Female",7896,0,50,"United-States",">50K"
"28165",55,"Private",9,"Never-Married","Admin","Not-in-family","White","Male",13550,0,40,"United-States",">50K"
"28173",47,"Private",13,"Widowed","Service","Unmarried","White","Female",25236,0,35,"United-States",">50K"
"28192",47,"Private",9,"Married","Professional","Husband","White","Male",5013,0,24,"United-States","<=50K"
"28197",32,"Private",15,"Married","Sales","Husband","White","Male",4508,0,40,"United-States","<=50K"
"28198",40,"Private",15,"Married","Professional","Husband","White","Male",15024,0,55,"Euro_1",">50K"
"28208",78,"Private",4,"Married","Blue-Collar","Husband","White","Male",1797,0,15,"United-States","<=50K"
"28221",70,"Private",3,"Widowed","Service","Other-relative","White","Female",2346,0,40,"South-America","<=50K"
"28224",42,"Other-Govt",13,"Not-Married","Admin","Unmarried","Black","Female",2977,0,40,"United-States","<=50K"
"28233",64,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",2635,0,24,"Euro_1","<=50K"
"28245",43,"Private",13,"Not-Married","White-Collar","Unmarried","White","Male",8614,0,40,"United-States",">50K"
"28257",53,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",5178,0,45,"United-States",">50K"
"28260",60,"Self-Employed",10,"Married","Blue-Collar","Husband","White","Male",3137,0,46,"United-States","<=50K"
"28262",45,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",7688,0,50,"United-States",">50K"
"28273",44,"Other-Govt",14,"Married","Professional","Husband","White","Male",15024,0,35,"United-States",">50K"
"28289",36,"Private",14,"Married","Sales","Husband","White","Male",7688,0,50,"United-States",">50K"
"28326",57,"Self-Employed",15,"Married","Professional","Husband","White","Male",15024,0,60,"United-States",">50K"
"28369",73,"Private",13,"Married","Professional","Husband","White","Male",1173,0,75,"United-States","<=50K"
"28408",53,"Private",10,"Not-Married","Admin","Unmarried","White","Female",1471,0,40,"United-States","<=50K"
"28418",34,"Private",10,"Married","Blue-Collar","Husband","White","Male",15024,0,45,"United-States",">50K"
"28447",61,"Federal-Govt",10,"Married","Admin","Husband","White","Male",9386,0,40,"United-States",">50K"
"28453",53,"Private",14,"Married","Professional","Husband","Asian","Male",4386,0,40,"British-Commonwealth",">50K"
"28455",46,"Private",13,"Married","White-Collar","Husband","White","Male",7298,0,50,"United-States",">50K"
"28460",29,"Private",13,"Never-Married","Professional","Unmarried","White","Female",14344,0,50,"United-States",">50K"
"28469",50,"Private",5,"Married","Blue-Collar","Husband","White","Male",2885,0,40,"United-States","<=50K"
"28470",54,"Private",9,"Married","Blue-Collar","Husband","White","Male",5178,0,40,"United-States",">50K"
"28475",69,"Private",9,"Not-Married","Blue-Collar","Unmarried","Black","Female",2387,0,40,"United-States","<=50K"
"28490",52,"Private",13,"Married","White-Collar","Husband","White","Male",15024,0,55,"United-States",">50K"
"28497",31,"Self-Employed",11,"Married","White-Collar","Husband","White","Male",3137,0,50,"United-States","<=50K"
"28542",36,"Private",6,"Married","Blue-Collar","Own-child","White","Female",3464,0,40,"United-States","<=50K"
"28584",52,"Private",10,"Married","Blue-Collar","Husband","White","Male",5013,0,40,"United-States","<=50K"
"28586",38,"Private",13,"Married","Blue-Collar","Husband","White","Male",4508,0,40,"United-States","<=50K"
"28605",52,"Other-Govt",10,"Married","Other-Occupations","Husband","White","Male",3137,0,42,"United-States","<=50K"
"28608",40,"Private",12,"Married","Sales","Husband","White","Male",7688,0,50,"United-States",">50K"
"28614",37,"Private",9,"Married","Blue-Collar","Husband","White","Male",15024,0,45,"United-States",">50K"
"28627",38,"Private",13,"Married","Professional","Husband","White","Male",7298,0,60,"United-States",">50K"
"28630",61,"Private",9,"Married","Blue-Collar","Husband","White","Male",3103,0,40,"United-States",">50K"
"28641",51,"Private",10,"Married","Blue-Collar","Husband","White","Male",3908,0,40,"United-States","<=50K"
"28646",56,"Private",11,"Married","White-Collar","Husband","White","Male",15024,0,40,"United-States",">50K"
"28651",38,"Private",10,"Married","Blue-Collar","Husband","White","Male",7298,0,43,"United-States",">50K"
"28676",49,"Other-Govt",13,"Married","Professional","Wife","White","Female",7688,0,30,"United-States",">50K"
"28692",28,"Other-Govt",13,"Never-Married","Admin","Not-in-family","Black","Female",4101,0,60,"United-States","<=50K"
"28716",57,"Private",4,"Married","Blue-Collar","Wife","White","Female",1173,0,45,"Latin-America","<=50K"
"28722",80,"Self-Employed",9,"Married","Service","Husband","White","Male",1409,0,40,"United-States","<=50K"
"28729",36,"Private",10,"Married","Sales","Husband","Black","Male",7688,0,50,"United-States",">50K"
"28739",52,"Private",9,"Married","Professional","Husband","White","Male",7688,0,40,"United-States",">50K"
"28746",35,"Private",10,"Never-Married","White-Collar","Not-in-family","White","Male",13550,0,60,"United-States",">50K"
"28747",38,"Private",13,"Married","White-Collar","Husband","White","Male",15024,0,50,"United-States",">50K"
"28766",72,"Private",6,"Married","Service","Husband","White","Male",2414,0,12,"United-States","<=50K"
"28768",67,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",1797,0,20,"United-States","<=50K"
"28769",28,"Private",9,"Married","Blue-Collar","Husband","White","Male",4064,0,45,"United-States","<=50K"
"28775",51,"Private",14,"Married","Professional","Husband","Asian","Male",5013,0,40,"British-Commonwealth","<=50K"
"28776",32,"Private",2,"Never-Married","Blue-Collar","Not-in-family","White","Male",3674,0,40,"Latin-America","<=50K"
"28791",46,"Self-Employed",13,"Married","White-Collar","Husband","White","Male",3103,0,37,"United-States",">50K"
"28806",63,"Self-Employed",10,"Widowed","Sales","Not-in-family","White","Female",14084,0,60,"United-States",">50K"
"28820",53,"Private",10,"Married","Blue-Collar","Husband","Black","Male",7688,0,40,"United-States",">50K"
"28822",50,"Private",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",4650,0,22,"United-States","<=50K"
"28851",45,"Private",13,"Married","Blue-Collar","Husband","White","Male",7298,0,55,"United-States",">50K"
"28866",47,"Private",13,"Married","White-Collar","Husband","White","Male",15024,0,50,"United-States",">50K"
"28881",53,"Private",9,"Married","Sales","Husband","White","Male",15024,0,60,"United-States",">50K"
"28886",69,"Federal-Govt",9,"Not-Married","Admin","Not-in-family","White","Female",2964,0,35,"United-States","<=50K"
"28891",30,"Private",13,"Married","Sales","Wife","White","Female",3103,0,55,"United-States",">50K"
"28895",25,"Private",10,"Never-Married","Other-Occupations","Not-in-family","Black","Female",2174,0,50,"United-States","<=50K"
"28897",37,"Private",13,"Married","White-Collar","Husband","White","Male",15024,0,40,"United-States",">50K"
"28911",59,"Other-Govt",14,"Not-Married","Professional","Unmarried","White","Female",8614,0,60,"United-States",">50K"
"28914",46,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",4386,0,70,"United-States","<=50K"
"28927",31,"Private",10,"Married","Sales","Husband","White","Male",15024,0,45,"United-States",">50K"
"28929",47,"Private",13,"Married","Blue-Collar","Husband","White","Male",15024,0,50,"United-States",">50K"
"28978",29,"Private",13,"Never-Married","Professional","Not-in-family","White","Female",8614,0,40,"United-States",">50K"
"28987",40,"Private",10,"Married","Blue-Collar","Husband","White","Male",2580,0,40,"United-States","<=50K"
"28990",46,"Private",13,"Married","White-Collar","Husband","White","Male",15024,0,55,"United-States",">50K"
"28991",35,"Self-Employed",10,"Married","White-Collar","Husband","White","Male",3908,0,60,"United-States","<=50K"
"29007",67,"Self-Employed",12,"Married","White-Collar","Wife","White","Female",20051,0,4,"United-States",">50K"
"29015",27,"Other-Govt",9,"Never-Married","Other-Occupations","Own-child","White","Male",2174,0,40,"United-States","<=50K"
"29026",56,"Self-Employed",5,"Married","White-Collar","Other-relative","White","Male",3411,0,50,"South-America","<=50K"
"29057",46,"Federal-Govt",13,"Married","Other-Occupations","Husband","White","Male",3103,0,40,"United-States",">50K"
"29061",37,"Private",9,"Married","Blue-Collar","Husband","White","Male",5178,0,40,"United-States",">50K"
"29067",26,"Private",9,"Never-Married","Admin","Own-child","White","Female",2354,0,40,"United-States","<=50K"
"29074",32,"Private",10,"Married","Sales","Husband","White","Male",4386,0,50,"United-States","<=50K"
"29088",48,"Private",10,"Married","Professional","Wife","White","Female",7298,0,40,"United-States",">50K"
"29089",38,"Private",9,"Married","Blue-Collar","Husband","Black","Male",4386,0,48,"United-States","<=50K"
"29093",64,"Private",4,"Married","Admin","Husband","White","Male",2580,0,50,"United-States","<=50K"
"29124",29,"Private",10,"Married","Other-Occupations","Husband","White","Male",7688,0,54,"United-States",">50K"
"29145",56,"Private",10,"Married","White-Collar","Wife","White","Female",7688,0,50,"United-States",">50K"
"29149",78,"Private",9,"Widowed","Sales","Unmarried","White","Female",2329,0,12,"United-States","<=50K"
"29170",41,"Private",9,"Married","Blue-Collar","Husband","White","Male",7688,0,38,"United-States",">50K"
"29177",55,"Private",10,"Married","Blue-Collar","Husband","Black","Male",15024,0,40,"United-States",">50K"
"29231",60,"Private",9,"Married","Sales","Husband","White","Male",7298,0,65,"United-States",">50K"
"29235",24,"Private",13,"Married","Professional","Husband","White","Male",5013,0,30,"United-States","<=50K"
"29237",58,"Self-Employed",10,"Married","White-Collar","Husband","White","Male",7298,0,60,"United-States",">50K"
"29244",30,"Private",13,"Married","Professional","Husband","White","Male",7688,0,50,"United-States",">50K"
"29249",58,"Private",9,"Married","Sales","Husband","White","Male",7688,0,40,"United-States",">50K"
"29256",45,"Self-Employed",15,"Married","White-Collar","Husband","Asian","Male",7688,0,40,"British-Commonwealth",">50K"
"29265",42,"Private",13,"Married","Other-Occupations","Husband","White","Male",7298,0,45,"United-States",">50K"
"29283",36,"Self-Employed",9,"Married","Professional","Wife","White","Female",3137,0,40,"United-States","<=50K"
"29285",27,"Private",3,"Never-Married","Service","Other-relative","White","Female",2176,0,40,"South-America","<=50K"
"29286",66,"Private",13,"Married","Professional","Husband","White","Male",20051,0,40,"United-States",">50K"
"29290",30,"Private",12,"Never-Married","Blue-Collar","Not-in-family","White","Male",4787,0,50,"United-States",">50K"
"29297",43,"Private",15,"Married","Professional","Husband","White","Male",15024,0,60,"United-States",">50K"
"29301",23,"Private",13,"Never-Married","Other-Occupations","Own-child","White","Female",3325,0,40,"United-States","<=50K"
"29320",27,"Private",13,"Never-Married","Sales","Not-in-family","White","Male",13550,0,46,"United-States",">50K"
"29342",53,"Private",9,"Not-Married","Professional","Not-in-family","White","Male",4787,0,46,"United-States",">50K"
"29352",69,"Self-Employed",9,"Married","White-Collar","Husband","White","Male",9386,0,12,"United-States",">50K"
"29357",52,"Self-Employed",9,"Married","Sales","Husband","White","Male",7688,0,55,"United-States",">50K"
"29364",46,"Self-Employed",15,"Married","Professional","Husband","White","Male",15024,0,60,"United-States",">50K"
"29384",46,"Private",10,"Not-Married","Blue-Collar","Own-child","White","Male",3325,0,55,"United-States","<=50K"
"29407",24,"Private",12,"Not-Married","Blue-Collar","Unmarried","Asian","Male",8614,0,40,"United-States",">50K"
"29412",27,"Private",13,"Never-Married","Sales","Not-in-family","White","Male",10520,0,45,"United-States",">50K"
"29416",42,"Private",9,"Married","Professional","Husband","White","Male",7688,0,50,"United-States",">50K"
"29427",45,"Private",13,"Married","White-Collar","Husband","White","Male",15024,0,40,"United-States",">50K"
"29462",44,"Private",10,"Married","Blue-Collar","Husband","White","Male",3103,0,40,"United-States",">50K"
"29475",22,"Private",13,"Never-Married","White-Collar","Own-child","White","Male",2202,0,4,"United-States","<=50K"
"29527",51,"Private",9,"Married","Service","Husband","White","Male",7298,0,40,"South-America",">50K"
"29545",33,"Private",13,"Never-Married","Professional","Not-in-family","White","Female",10520,0,45,"United-States",">50K"
"29556",38,"Private",13,"Married","Professional","Husband","White","Male",7688,0,45,"United-States",">50K"
"29559",64,"Private",13,"Not-Married","White-Collar","Not-in-family","White","Male",27828,0,55,"United-States",">50K"
"29561",42,"Federal-Govt",13,"Married","White-Collar","Husband","White","Male",7298,0,50,"United-States",">50K"
"29573",27,"Other-Govt",9,"Never-Married","Other-Occupations","Not-in-family","Black","Male",2174,0,40,"United-States","<=50K"
"29575",66,"Other-Govt",9,"Married","White-Collar","Husband","White","Male",3432,0,20,"United-States","<=50K"
"29604",26,"Private",7,"Never-Married","Blue-Collar","Unmarried","White","Male",6497,0,48,"United-States","<=50K"
"29610",43,"Self-Employed",10,"Married","White-Collar","Husband","White","Male",15024,0,45,"United-States",">50K"
"29620",44,"Private",10,"Married","Professional","Husband","White","Male",7298,0,45,"United-States",">50K"
"29634",30,"Private",11,"Never-Married","Admin","Other-relative","Asian","Male",2463,0,40,"SE-Asia","<=50K"
"29637",30,"Self-Employed",13,"Married","Sales","Husband","White","Male",7688,0,50,"United-States",">50K"
"29639",32,"Private",13,"Married","White-Collar","Husband","White","Male",7298,0,45,"United-States",">50K"
